123,130,171,
123,121,153,
121,125,153,
121,125,153,
121,125,148,
121,125,148,
125,129,141,
125,129,141,
129,129,141,
129,129,141,
129,128,136,
130,128,136,
130,132,134,
130,132,134,
128,128,134,
128,128,134,
120,134,127,
120,134,127,
125,134,157,
125,134,157,
125,127,161,
125,127,161,
129,122,157,
129,122,157,
129,125,157,
129,125,157,
126,125,175,
126,125,175,
126,122,171,
126,122,171,
126,117,148,
126,117,148,
129,124,148,
129,124,148,
124,124,159,
124,124,159,
133,124,142,
133,124,142,
133,132,141,
133,132,141,
128,130,141,
128,130,141,
127,131,137,
127,131,137,
121,131,134,
121,131,134,
121,131,146,
121,131,146,
132,134,164,
132,134,164,
125,126,164,
125,126,164,
126,122,151,
126,122,151,
126,122,150,
126,122,150,
132,122,165,
132,122,165,
132,123,173,
132,123,173,
135,126,173,
135,126,173,
135,126,184,
122,126,184,
122,112,151,
122,112,151,
132,130,146,
132,130,146,
132,132,146,
132,132,146,
127,132,144,
127,132,144,
127,134,139,
127,134,139,
132,138,133,
132,138,133,
128,137,125,
128,137,125,
124,137,125,
124,137,125,
124,134,134,
124,134,134,
133,133,157,
133,133,157,
130,130,157,
130,130,157,
127,125,155,
127,125,155,
133,125,149,
133,125,149,
133,132,182,
133,132,182,
129,123,168,
129,123,168,
132,130,168,
132,130,168,
130,130,175,
130,130,175,
125,120,154,
125,120,154,
125,129,143,
125,129,143,
130,137,143,
130,137,143,
125,135,145,
125,135,145,
126,135,136,
126,135,136,
126,139,137,
126,139,137,
124,138,130,
124,138,130,
123,136,130,
123,136,130,
122,136,137,
122,136,137,
122,132,142,
122,132,142,
125,136,159,
125,136,159,
124,128,159,
124,128,159,
133,127,155,
133,127,155,
133,127,157,
133,127,157,
128,129,163,
128,129,163,
128,125,163,
128,125,163,
127,120,163,
127,120,163,
127,120,150,
127,120,150,
127,121,151,
127,121,151,
129,124,157,
129,124,157,
129,120,157,
129,120,157,
131,120,152,
131,120,152,
131,122,156,
131,122,156,
130,122,151,
130,122,151,
130,122,153,
130,122,153,
131,122,153,
131,122,153,
131,125,157,
131,125,157,
130,123,159,
130,123,159,
129,121,151,
129,121,151,
131,127,151,
131,127,151,
135,127,156,
135,127,156,
135,125,150,
135,125,150,
131,128,147,
131,128,147,
132,134,147,
132,134,147,
127,134,150,
127,134,150,
135,131,151,
135,131,151,
135,133,150,
135,133,150,
133,134,150,
133,134,146,
129,135,146,
129,135,146,
130,135,147,
130,135,147,
130,134,144,
130,134,144,
129,136,150,
129,136,150,
129,134,150,
129,134,150,
128,134,150,
128,133,150,
128,133,150,
128,133,150,
127,133,152,
127,133,152,
125,132,150,
125,132,150,
125,132,150,
125,132,150,
125,131,147,
125,131,147,
125,130,145,
125,130,145,
125,129,145,
125,129,145,
127,130,147,
127,130,147,
126,130,153,
126,130,153,
126,128,152,
126,128,152,
125,128,152,
125,128,152,
127,128,152,
127,128,152,
126,131,152,
126,131,152,
126,131,157,
126,131,157,
126,128,152,
126,128,152,
124,126,152,
124,126,153,
123,128,153,
123,128,153,
123,128,145,
123,128,145,
123,127,151,
123,127,151,
122,127,151,
122,127,151,
123,127,151,
123,127,151,
122,127,151,
122,127,151,
122,128,151,
122,128,151,
124,127,153,
124,127,153,
125,128,153,
125,128,153,
124,128,151,
124,128,151,
125,128,150,
125,128,150,
125,128,151,
125,128,151,
125,127,151,
125,127,151,
126,126,151,
126,126,151,
126,126,151,
126,126,151,
126,124,155,
126,124,155,
125,125,153,
125,125,153,
126,127,153,
126,127,153,
126,127,152,
126,127,152,
126,127,152,
126,127,152,
126,126,154,
126,126,154,
126,126,154,
126,126,154,
126,126,154,
126,126,154,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
126,126,153,
